JEEVES	6TH	F-83	DRITM-2880	Microsoft Windows 11 Pro	172.24.234.93	9C:7B:EF:AF:24:AC	HP	HP ProDesk 400 G5 SFF	8	DDR4	Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-84	DRITM-2471	Microsoft Windows 11 Pro	172.24.232.153	80:E8:2C:E9:09:77	HP	HP ProDesk 400 G6 MT	8	DDR4	Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-85	DRITM-2866	Microsoft Windows 11 Pro	172.24.234.79	F4:39:09:11:85:26	HP	HP ProDesk 400 G5 SFF	4	DDR4	Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-86	DRITM-2473	Microsoft Windows 11 Pro	172.24.232.155	9C:7B:EF:2F:E9:8A	HP	HP Desktop Pro G2	8	DDR4	Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-87	DRITM-2439	Microsoft Windows 11 Pro	172.24.232.148	8C:EC:4B:88:76:B6	Dell	Vostro 3470	8	DDR4	Intel(R) Core(TM) i5-9500T CPU @ 2.20GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-88	DRITM-2806	Microsoft Windows 11 Pro	172.24.234.19	9C:7B:EF:B4:82:95	HP	HP ProDesk 400 G6 SFF	8	DDR4	Intel(R) Core(TM) i5-9500 CPU @ 3.00GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-89	DRITM-2372	Microsoft Windows 11 Pro	172.24.232.119	8C:EC:4B:9F:C7:D1	Dell	Vostro 3470	8	DDR4	Intel(R) Core(TM) i5-9400 CPU @ 2.90GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-90	DRITM-3033	Microsoft Windows 11 Pro	172.24.232.236	C4:65:16:19:79:10	HP	HP 280 G4 MT Business PC	8	DDR4	Intel(R) Core(TM) i5-9400 CPU @ 2.90GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-91	DRITM-2755	Microsoft Windows 11 Pro	172.24.232.226	8C:EC:4B:74:6E:1B	Dell	Vostro 3470	4	DDR4	Intel(R) Core(TM) i5-9400T CPU @ 1.80GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
JEEVES	6TH	F-92	DRITM-2760	Microsoft Windows 11 Pro	172.24.232.231	8C:EC:4B:A0:46:E0	Dell	Vostro 3470	8	DDR4	Intel(R) Core(TM) i5-9400T CPU @ 1.80GHz	SSD (128GB)	Encrypted (100.0% - Prot:Protection On)	
